,Name,JapaneseName,Station,Restaurant_Type_1,Restaurant_Type_2,DinnerLowPrice,DinnerHighPrice,LunchLowPrice,LunchHighPrice,TotalRating,DinnerRating,LunchRating,ReviewNum,Lat,Long,IsJapaneseCuisine
563,Gyuutankeisuke,牛タン圭助 京都駅前店,Kyoto,Izakaya (Tavern),Gyutan (Beef tongue),"¥3,000","¥3,999",,,3.05,3.05,,13,34.98740888,135.760077,TRUE
564,Oribuoirusemmontenaorio,オリーブオイル料理専門店 A・Olio,Sanjo,Bistro,Steak,"¥3,000","¥3,999","¥2,000","¥2,999",3.06,3.06,,3,35.00759358,135.7711549,TRUE
565,Seichuuan,聖宙庵,Mototanaka,French,Western Food (Other),"¥5,000","¥5,999","¥3,000","¥3,999",3.04,3,3.05,16,35.02345668,135.7912381,FALSE
566,Kyoukurozakura,京・黒桜,Gion Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3.06,3.06,,4,35.00499747,135.7706859,TRUE
567,Nettaishokudou,熱帯食堂 四条河原町店,Gion Shijo,Thailand cooking,,"¥2,000","¥2,999",¥0,¥999,3.15,3.06,3.28,21,35.00362004,135.7707653,FALSE
568,Toriseetakoyakushiten,鳥せゑ 蛸薬師店,Karasuma,Yakitori (Grilled chicken),Izakaya (Tavern),"¥3,000","¥3,999",¥0,¥999,3.04,3,3.06,13,35.00605608,135.7614513,TRUE
569,Fujiishi,藤石 本店,Gion Shijo,Kappo (Traditional Japanese),Japanese food (other),"¥4,000","¥4,999",,,3.5,3.5,,9,35.0042929,135.7755639,TRUE
570,yakinikuyaruki,焼肉やる気 高野店,Ichijoji,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥2,000","¥2,999",,,3.03,3.04,,9,35.0424934,135.783447,TRUE
571,Unkai,雲海,Nijojo Mae,Kaiseki (Traditional Japanese),Sushi,"¥8,000","¥9,999","¥3,000","¥3,999",3.18,3.04,3.35,28,35.01261329,135.7529756,TRUE
572,Izakayamaruya,居酒屋 まるや,Kawaramachi,Izakaya (Tavern),Japanese food (other),"¥2,000","¥2,999",,,3.03,3.04,,12,35.00621759,135.7693082,TRUE
573,kyoutoarashiyamagoseiyuunoyadoranzan,京都・嵐山 ご清遊の宿 らんざん,Arashiyama,Other,,"¥6,000","¥7,999","¥3,000","¥3,999",3.21,3.21,3.06,17,35.01396677,135.6744513,FALSE
574,Shimogamosaryou,下鴨茶寮 本店,Demachiyanagi,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥15,000","¥19,999","¥8,000","¥9,999",3.61,3.16,3.65,72,35.03411941,135.7739718,TRUE
575,Kifunekiraku,貴船喜らく,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥10,000","¥14,999","¥3,000","¥3,999",3.52,3.51,3.08,23,35.12146544,135.7633336,TRUE
576,Nikuyasuzu,肉や すず,Shichijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999","¥1,000","¥1,999",3.06,3.05,3.05,5,34.98916273,135.7682096,TRUE
577,KITAYAMA MONOLITH,北山モノリス,Shugakuin,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥6,000","¥7,999","¥3,000","¥3,999",3.06,3.06,3.05,22,35.05320238,135.7905456,TRUE
578,Watanabe,ローストビーフの店 ワタナベ,Nijojo Mae,Beef dishes,French,"¥5,000","¥5,999","¥5,000","¥5,999",3.54,3.54,3.04,15,35.01066823,135.7534968,FALSE
579,clover,イタリア食堂ワインバル クローバー,Sanjo,Dining bar,Italian,"¥3,000","¥3,999",,,3.06,3.06,,4,35.0075169,135.7696564,FALSE
580,hamba-guandosute-kipondo,ハンバーグ＆ステーキ 听 梅小路店,Tambaguchi,Hamburger Steak,Steak,"¥1,000","¥1,999","¥1,000","¥1,999",3.06,3.06,3.05,28,34.98933811,135.7432611,TRUE
581,Gempinfugukyoutoekimaenoseki,玄品ふぐ 京都駅前の関,Kyoto,Fugu (Blowfish),Hot Pot (other),"¥4,000","¥4,999","¥3,000","¥3,999",3.07,3.03,3.07,6,34.98820186,135.7604006,TRUE
582,guramuromanthikkumairu-mu,g ロマンティックマイルーム,Kyoto Shiyakusho Mae,Dining bar,Italian,"¥2,000","¥2,999",,,3.03,3.03,,6,35.00746404,135.7645099,FALSE
583,Giombengara,祗園べんがら,Gion Shijo,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥8,000","¥9,999","¥4,000","¥4,999",3.05,3.05,,2,35.00473754,135.7736448,TRUE
584,gochisouizakayaippaiippai,御馳走居酒屋 いっぱいいっぱい 深草店,Fujinomori,Izakaya (Tavern),Seafood,"¥2,000","¥2,999",,,3,3,,4,34.95910122,135.7681032,TRUE
585,uotanafumibun,魚棚ふみ文,Sanjo,Kappo (Traditional Japanese),Kyoto Cuisine,"¥5,000","¥5,999",,,3.35,3.35,,9,35.00831073,135.7709024,TRUE
586,Kyouhorumonkura,京ホルモン 蔵 四条寺町店,Kawaramachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",¥0,¥999,3.04,3.04,3.03,16,35.00351756,135.7669238,TRUE
587,itariambarutoreotto,イタリアンバルTreotto,Omiya,Italian,Pizza,"¥3,000","¥3,999",,,3.09,3.09,,25,35.00433104,135.7485105,FALSE
588,Buraitonkicchin,ブライトンキッチン,Keihan Yamashina,Buffet style,Western Cuisine,"¥2,000","¥2,999","¥2,000","¥2,999",3.16,3.14,3.07,23,34.9914325,135.8166733,FALSE
589,Aritsune,有恒,Kyoto Shiyakusho Mae,Kappo (Traditional Japanese),Kyoto Cuisine,"¥8,000","¥9,999",,,3.69,3.69,,26,35.01367869,135.7666972,TRUE
590,Akayashirosakae,あかやしろ榮,Kawaramachi,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥4,000","¥4,999",,,3.21,3.21,,14,35.00279419,135.7648227,TRUE
591,Kihara,きはら,Marutamachi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999",¥0,¥999,3.15,3.15,3.05,15,35.01450041,135.7586776,TRUE
592,Kamon,花門-kamon-,Kawaramachi,Italian,Bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.31,3.31,3.06,20,35.00084895,135.7666703,FALSE
593,Mew’z cafe,ミューズ カフェ,Kyoto Shiyakusho Mae,Dining bar,Thailand cooking,"¥2,000","¥2,999",¥0,¥999,3.06,3.02,3.06,19,35.01408032,135.7670311,FALSE
594,kyougokushinobinosato,京極忍びの里,Kawaramachi,Creative cuisine,Sushi,"¥3,000","¥3,999",,,3,3,3.04,43,35.00467189,135.7677392,TRUE
595,Takaraya,宝や 八条口店,Kujo,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",,,3.07,3.07,,4,34.98182533,135.7609389,TRUE
596,datten,ダッテン,Gion Shijo,Italian,Bar,"¥4,000","¥4,999",,,3.03,3.03,,7,35.00291467,135.7731061,FALSE
597,Tatsumi,多津美,Saiin,Kappo (Traditional Japanese),Sushi,"¥5,000","¥5,999",,,3.05,3.05,,3,35.00291295,135.7316535,TRUE
598,chuugokuryourikoukaryuuhou,中国料理 皇家龍鳳,Kyoto,Chinese,Dim sum,"¥6,000","¥7,999","¥3,000","¥3,999",3.31,3.26,3.17,16,34.98601807,135.7525397,FALSE
599,Kaburaya,蕪屋,Gion Shijo,Kyoto Cuisine,Creative cuisine,"¥4,000","¥4,999",,,3.51,3.51,,23,35.00337873,135.7742852,TRUE
600,Kaiseitei,開晴亭 北山店,Kitayama,French,Italian,"¥4,000","¥4,999","¥2,000","¥2,999",3.39,3.08,3.37,36,35.05116692,135.7677396,FALSE
601,Kushikatsutakoyakiseichan,串かつ たこ焼き せいちゃん 京都駅前店,Kyoto,Izakaya (Tavern),Takoyaki,"¥2,000","¥2,999",,,3.05,3.04,3.02,3,34.98821714,135.7604475,TRUE
602,Gyuuzen,牛禅 四条烏丸店,Shijo,Shabu Shabu (Japanese Steamboat),Sukiyaki,"¥4,000","¥4,999",,,3.05,3.05,,10,35.00262669,135.7598544,TRUE
603,Kyouzakanafukuya,京肴 ふくや,Nijojo Mae,Izakaya (Tavern),Seafood,"¥4,000","¥4,999",,,3.04,3.04,,1,35.00872144,135.7508804,TRUE
604,Toto,魚源,Nishi Maizuru,Seafood,Sushi,"¥4,000","¥4,999","¥1,000","¥1,999",3.22,3.12,3.21,13,35.4431612,135.3281691,TRUE
605,Ganko,がんこ 高瀬川二条苑,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Shabu Shabu (Japanese Steamboat),"¥5,000","¥5,999","¥3,000","¥3,999",3.52,3.51,3.32,79,35.01276997,135.770845,TRUE
606,PASTA MORE,パスタモーレ 京都駅店,Kyoto,Italian,French,"¥2,000","¥2,999","¥1,000","¥1,999",3,3.06,3,77,34.98461694,135.7590772,FALSE
607,Kyoumachibaru,京町バル,Momoyamagoryomae,Dining bar,Izakaya (Tavern),"¥4,000","¥4,999",,,3.04,3.04,,3,34.93324227,135.7651752,TRUE
608,wagyuuyakinikutoku,和牛焼肉 徳,Sanjo,Yakiniku (BBQ Beef),Korean cuisine,"¥6,000","¥7,999","¥1,000","¥1,999",3.53,3.53,3.2,29,35.00634208,135.7726582,FALSE
609,Dembei,伝兵衛,Kurama,Soba,Kamameshi (Clay pot rice),"¥1,000","¥1,999",,,3.24,3.1,3.16,21,35.12084077,135.7624993,TRUE
610,Tsukinokurabito,月の蔵人,Fushimi Momoyama,Kappo (Traditional Japanese),Dining bar,"¥3,000","¥3,999","¥1,000","¥1,999",3.5,3.35,3.46,110,34.93059388,135.7618067,TRUE
611,Kinnotori,金の鶏 京都駅本店,Kujo,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",,,3,3,,4,34.98166341,135.761245,TRUE
612,Zekuu,是空,Imadegawa,Ramen,Boneless deep-fried chicken,¥0,¥999,¥0,¥999,3.34,3.14,3.3,39,35.02957813,135.7526446,TRUE
613,Rojimon,露地もん,Karasuma Oike,Izakaya (Tavern),Kyoto Cuisine,"¥5,000","¥5,999",,,3.57,3.57,3,39,35.01036748,135.756446,TRUE
614,Aiemuo,ＩＭＯ,Shichijo,Pizza,Dining bar,"¥2,000","¥2,999",,,3.06,3.06,,2,34.98910153,135.7629995,TRUE
615,Al Vere,アルヴェーレ,Momoyamagoryomae,Italian,Pasta,"¥3,000","¥3,999",¥0,¥999,3,3,3.01,6,34.93322954,135.7649759,FALSE
616,Nijoukiduki,二條 葵月,Kyoto Shiyakusho Mae,Sushi,Creative cuisine,"¥6,000","¥7,999","¥1,000","¥1,999",3.57,3.54,3.55,27,35.01359116,135.7644724,TRUE
617,Hirarinteitemboukaku,平林亭 展望閣,Kyoto,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3,3,,1,34.98941978,135.7600067,TRUE
618,Kyoutogiommiyagawachououmie,京都祇園 宮川町 近江栄,Kiyomizu Gojo,Wine bar,Bar,"¥4,000","¥4,999",,,3.26,3.26,3.05,14,34.99936168,135.7707778,TRUE
619,kibunebeniya,貴船べにや,Kurama,Kaiseki (Traditional Japanese),Kyoto Cuisine,"¥6,000","¥7,999","¥6,000","¥7,999",3.54,3.34,3.51,30,35.11679562,135.7610732,TRUE
620,Koikoi,コイコイ,Gion Shijo,Yakitori (Grilled chicken),Kushi-age (Fried Skewer),"¥2,000","¥2,999",,,3,3,,14,35.00592912,135.7707273,TRUE
621,Suiba,すいば 蛸薬師室町店,Karasuma,Stand Bar,Dining bar,"¥1,000","¥1,999",,,3.53,3.53,3.12,29,35.00620376,135.7570067,TRUE
622,Bussarakan,佛沙羅館,Kiyomizu Gojo,Thailand cooking,Creative cuisine,"¥4,000","¥4,999","¥1,000","¥1,999",3.14,3.07,3.24,56,34.99975744,135.7690979,FALSE
623,Saikouchou,彩香鳥,Ogura,Yakitori (Grilled chicken),Izakaya (Tavern),"¥3,000","¥3,999",,,3.05,3.06,,1,34.89659533,135.7795038,TRUE
624,Noukoutoripaitanramemmisora,濃厚鶏白湯ラーメン 美空,Kawaramachi,Ramen,Tsukemen,¥0,¥999,¥0,¥999,3.09,3.06,3.09,20,35.00128414,135.7685655,TRUE
625,Yakinikutoraji,焼肉トラジ 京都店,Kyoto,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999","¥1,000","¥1,999",3.13,3.05,3.25,39,34.98825211,135.7590274,TRUE
626,Ganko,がんこ 京都駅ビル店,Kyoto,Kaiseki (Traditional Japanese),Japanese food (other),"¥3,000","¥3,999","¥1,000","¥1,999",3.18,3.1,3.18,50,34.98599736,135.7596382,TRUE
627,Sajjoupakuchi,三条パクチー,Kyoto Shiyakusho Mae,Thailand cooking,Izakaya (Tavern),"¥2,000","¥2,999",¥0,¥999,3.52,3.5,3.49,99,35.00900974,135.7665344,FALSE
628,Gionhatanaka,祇園畑中,Gion Shijo,Ryokan,Kyoto Cuisine,"¥10,000","¥14,999","¥5,000","¥5,999",3.65,3.65,3.54,22,35.00232734,135.7788537,TRUE
629,YURURI,ユルリ,Jingu Marutamachi,Izakaya (Tavern),,"¥4,000","¥4,999","¥2,000","¥2,999",3.17,3.17,3.06,10,35.01579989,135.7687675,TRUE
630,Yakinikushoukakuoukiyamachitei,焼肉匠覚王木屋町亭,Sanjo,Yakiniku (BBQ Beef),Gyutan (Beef tongue),"¥3,000","¥3,999",,,3.06,3.06,,15,35.00703307,135.7699095,TRUE
631,Houshouan,烹祥庵,Gion Shijo,Kyoto Cuisine,Tofu,"¥4,000","¥4,999",,,3.03,3.03,,6,35.00506052,135.7711853,TRUE
632,Kankokuanjupontochourinanha,韓国酒肴　先斗町　李南河,Gion Shijo,Korean cuisine,Asian & ethnic cuisine (and others),"¥4,000","¥4,999",,,3.56,3.56,,52,35.00550853,135.7708956,FALSE
633,oumigyuujukuseisute-kiichigo-kyu-roku,近江牛熟成ステーキ1596,Sanjo,Steak,Yakiniku (BBQ Beef),"¥3,000","¥3,999",,,3.06,3.06,3.04,4,35.00637346,135.7726446,TRUE
634,Yukinoshita,雪ノ下 京都本店,Nijojo Mae,Pancake,Shaved ice (snow cone),"¥1,000","¥1,999","¥1,000","¥1,999",3.58,3.13,3.58,131,35.0084718,135.7537013,TRUE
635,Yakinikuhorumonfukukawa,焼肉・ホルモン福川,Omiya,Yakiniku (BBQ Beef),,"¥3,000","¥3,999",,,3.04,3.04,,1,35.00392249,135.7494144,TRUE
636,Purachinabifu,プラチナビーフ,Gion Shijo,Teppanyaki,Steak,"¥5,000","¥5,999",,,3.53,3.52,3.27,20,35.00334296,135.7727855,TRUE
637,Gionroiro,祇園 呂色,Gion Shijo,French,,"¥20,000","¥29,999","¥10,000","¥14,999",3.83,3.8,3.58,31,35.00399987,135.7748095,FALSE
638,Gyuurakutei,牛楽亭,Shijo,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3.16,3.16,,32,35.00385429,135.7568863,TRUE
639,Ristorante t.v.b,リストランテ ティ ヴォリオ ベーネ,Gion Shijo,Italian,Wine bar,"¥15,000","¥19,999","¥5,000","¥5,999",3.67,3.64,3.62,121,35.00245865,135.7754928,FALSE
640,YEBISU,担担麺 胡,Keihan Yamashina,Dandan noodles,Ramen,¥0,¥999,,,3.07,3.06,3.07,17,34.9898807,135.8158076,TRUE
641,Takayasuzekuu,高安 是空,Karasuma,Ramen,,¥0,¥999,¥0,¥999,3.09,3.06,3.09,26,35.00625156,135.7581547,TRUE
642,Koshitsuyakinikugokkoya,個室焼肉 ごっこや,Kyoto Shiyakusho Mae,Yakiniku (BBQ Beef),Izakaya (Tavern),"¥3,000","¥3,999",,,3.02,3.02,,7,35.0147311,135.7678482,TRUE
643,Ebisu,恵比朱,Kyoto,Ramen,Chinese,¥0,¥999,¥0,¥999,3.51,3.48,3.17,125,34.98792654,135.760671,FALSE
644,izakayakyounoshunsaiirodori,居酒屋 京の旬菜いろどり,Kyoto,Izakaya (Tavern),Seafood,"¥3,000","¥3,999",,,3.05,3.05,,23,34.98759273,135.7588652,TRUE
645,matono,まとの,Gion Shijo,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),"¥10,000","¥14,999","¥4,000","¥4,999",3.72,3.63,3.72,69,35.00156548,135.779139,TRUE
646,Shiunsen,紫雲仙,Kyoto Shiyakusho Mae,Soba,Kappo (Traditional Japanese),"¥3,000","¥3,999","¥1,000","¥1,999",3.53,3.28,3.52,40,35.010161,135.7663155,TRUE
647,BEER PUB Takumiya,タクミヤ,Karasuma Oike,Dining bar,Italian,"¥3,000","¥3,999",,,3.54,3.54,3.05,20,35.01214069,135.7606928,FALSE
648,Kidoriya,季鶏屋,Kyoto,Izakaya (Tavern),Yakitori (Grilled chicken),"¥2,000","¥2,999",¥0,¥999,3,3.06,3,12,34.98805824,135.7592629,TRUE
649,Kumamotosougouinshokutemmao,隈本総合飲食店 MAO,Karasuma,Bar,Cafe,"¥3,000","¥3,999",¥0,¥999,3.25,3.06,3.46,35,35.00534754,135.7609561,TRUE
650,shijoupakuchi-,四条パクチー,Shijo,Thailand cooking,Izakaya (Tavern),"¥2,000","¥2,999",¥0,¥999,3.34,3.21,3.3,52,35.00382317,135.7560074,FALSE
651,SOUDEN,手鞠鮨と日本茶 宗田,Karasuma Oike,Sushi,,"¥5,000","¥5,999","¥2,000","¥2,999",3.08,3.03,3.14,6,35.00889708,135.7567108,TRUE
652,Kyoutotsuyushabuchiriri,京都つゆしゃぶCHIRIRI 本店,Marutamachi,Shabu Shabu (Japanese Steamboat),Sukiyaki,"¥6,000","¥7,999","¥2,000","¥2,999",3.51,3.36,3.51,25,35.01807984,135.7578633,TRUE
653,waintoonikudaisen,わいんとお肉 だいせん,Gojo,Italian,Yakiniku (BBQ Beef),"¥4,000","¥4,999",,,3.04,3.04,,2,34.99096656,135.7603827,FALSE
654,Gokyou,牛京 西陣本店,Kuramaguchi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",,,3.09,3.04,3.16,9,35.03818624,135.751491,TRUE
655,Daburin,ダブリン,Kyoto Shiyakusho Mae,Pub,Beer,"¥2,000","¥2,999",,,3.06,3.06,3,23,35.011304,135.7699165,TRUE
656,Enyahanare,円屋 ハナレ,Karasuma,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",¥0,¥999,3.05,3.05,,3,35.00445479,135.7573409,TRUE
657,koubegyuuyakinikutaishitei,神戸牛 焼肉 大志亭 木屋町店,Kawaramachi,Yakiniku (BBQ Beef),Chiritori nabe (tripe),"¥4,000","¥4,999",,,3.06,3.06,,9,35.00472138,135.7702284,TRUE
658,nihonryourisakuragawa,日本料理 櫻川,Kyoto Shiyakusho Mae,Kaiseki (Traditional Japanese),Kappo (Traditional Japanese),"¥20,000","¥29,999","¥8,000","¥9,999",3.89,3.71,3.97,61,35.01217642,135.7706839,TRUE
659,Sushikawano,鮨 かわの,Kitaoji,Sushi,Seafood,"¥20,000","¥29,999","¥8,000","¥9,999",3.59,3.58,3.59,16,35.04421064,135.766851,TRUE
660,Mameyagenzou,豆屋源蔵,Kyoto Shiyakusho Mae,Kyoto Cuisine,Tofu,"¥6,000","¥7,999","¥3,000","¥3,999",3.38,3.37,3.08,21,35.0122103,135.770672,TRUE
661,chuukasobatakayasu,中華そば 高安,Ichijoji,Ramen,Boneless deep-fried chicken,¥0,¥999,¥0,¥999,3.59,3.58,3.59,713,35.04505205,135.7851804,TRUE
662,Kyouhorumontaisha,京・ホルモン大社,Kawaramachi,Horumon (BBQ Offel),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.04,3.04,,6,35.00513439,135.7704131,TRUE
663,cafe Cento Cento,カフェ チェントチェント 京都駅店,Kyoto,Cafe,Pasta,"¥2,000","¥2,999","¥1,000","¥1,999",3,3.08,3,84,34.98598903,135.7596357,TRUE
664,yakinikubunya,焼肉 文屋,Tambaguchi,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥5,000","¥5,999",,,3.52,3.52,,41,34.98892812,135.7413219,TRUE
665,Teuchisobaminagawa,手打ち蕎麦みながわ 京・御池,Karasuma Oike,Soba,Izakaya (Tavern),"¥1,000","¥1,999","¥1,000","¥1,999",3.17,3.03,3.17,9,35.01109878,135.7563157,TRUE
666,Kerara,ケララ,Kyoto Shiyakusho Mae,India cuisine,Indian curry,"¥2,000","¥2,999","¥1,000","¥1,999",3.22,3.08,3.38,56,35.00986275,135.7687803,FALSE
667,Maribu,marib,Shijo,Dining bar,Bar,¥0,¥999,¥0,¥999,3.07,3.03,3.07,32,35.00267005,135.7611815,TRUE
668,takoyakimihashiya,たこ焼き みはし屋,Mototanaka,Takoyaki,,¥0,¥999,¥0,¥999,3.3,3.16,3.23,9,35.0353744,135.7812828,TRUE
669,Taverunamezzanotte,Taverna　Mezzanotte,Kawaramachi,Italian,Bar,"¥4,000","¥4,999",,,3.5,3.5,,4,35.00134029,135.7696282,FALSE
670,Shunsaitempuraarima,旬菜 天ぷら 有馬,Shijo,Fried Foods (other),Kappo (Traditional Japanese),"¥4,000","¥4,999","¥1,000","¥1,999",3.25,3.08,3.41,22,35.00021492,135.7580565,TRUE
671,Kitanoguriru,北野グリル イオンモールKYOTO店,Kyoto,Hamburger Steak,Croquette,"¥1,000","¥1,999","¥1,000","¥1,999",3.09,3.04,3.09,17,34.98328673,135.7548904,TRUE
672,Torishinoguraten,とり心 小倉店,Ogura,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999","¥3,000","¥3,999",3.03,3.04,,1,34.89721584,135.7812464,TRUE
673,hakataaburimotsunabewarajiya,博多炙りもつ鍋わらじや 京都駅前店,Kyoto,Izakaya (Tavern),Motsu Nabe (Offel Hot Pot),"¥3,000","¥3,999",,,3.06,3.06,,3,34.98794745,135.7606192,TRUE
674,Ryuumon,龍門 本店,Sanjo Keihan,Sichuan Cuisine,Chinese,"¥1,000","¥1,999",,,3.27,3.27,3.07,62,35.00958708,135.7767902,FALSE
675,Kaiuntei,海雲亭 洛西店,Katsura,Yakiniku (BBQ Beef),Korean cuisine,"¥3,000","¥3,999",¥0,¥999,3.19,3.09,3.31,11,34.97724664,135.6890559,FALSE
676,Kemuri,燻,Shijo,Izakaya (Tavern),Kyoto Cuisine,"¥3,000","¥3,999",,,3.5,3.5,,36,35.00244027,135.7568181,TRUE
677,Ajirokkon,味ろっこん 烏丸店,Karasuma,Kappo (Traditional Japanese),Izakaya (Tavern),"¥4,000","¥4,999",,,3.45,3.39,3.15,37,35.0045162,135.7588636,TRUE
678,Rinya,凜屋 百万遍店,Demachiyanagi,Pasta,Cafe,"¥1,000","¥1,999",¥0,¥999,3,3,,4,35.02916948,135.7795943,TRUE
679,Wasabi,わさび,Gion Shijo,Sushi,Izakaya (Tavern),"¥5,000","¥5,999",,,3.18,3.18,,40,35.00453674,135.7738559,TRUE
680,Kappousaraku,割烹 佐樂,Marutamachi,Kappo (Traditional Japanese),Kyoto Cuisine,"¥8,000","¥9,999",,,3.41,3.41,,10,35.01497172,135.7639359,TRUE
681,kaisembarukamebarueito,海鮮バル Kame Bar 8,Nijo,Bar,Wine bar,"¥3,000","¥3,999",,,3.29,3.29,,8,35.01090691,135.7432324,TRUE
682,Roko,露瑚,Kyoto Shiyakusho Mae,Kappo (Traditional Japanese),Kaiseki (Traditional Japanese),"¥5,000","¥5,999","¥1,000","¥1,999",3.26,3.18,3.18,21,35.0121633,135.771074,TRUE
683,kafeandopanke-kiguramu,カフェ&パンケーキ gram 京都錦店,Karasuma,Cafe,Pancake,"¥1,000","¥1,999","¥1,000","¥1,999",3.03,3.02,3.03,13,35.00515758,135.7622016,TRUE
684,Kyouryouritakeshimaichigo,京料理 竹島 ICHIGO,Kyoto Shiyakusho Mae,Kyoto Cuisine,Kaiseki (Traditional Japanese),"¥6,000","¥7,999","¥2,000","¥2,999",3.07,3.05,3.08,10,35.01181479,135.7707317,TRUE
685,Kiyomizujunsei,清水 順正 おかべ家,Kiyomizu Gojo,Tofu,Yuba,"¥2,000","¥2,999","¥2,000","¥2,999",3.31,3.17,3.31,82,34.99569364,135.7811577,TRUE
686,Kokekokko,こけこっこ,Kyoto,Izakaya (Tavern),Steak,"¥4,000","¥4,999","¥1,000","¥1,999",3.05,3,3.08,70,34.98585289,135.7574243,TRUE
687,Gionuemori,祇園うえもり,Gion Shijo,Kyoto Cuisine,Kappo (Traditional Japanese),"¥6,000","¥7,999","¥3,000","¥3,999",3.49,3.49,,14,35.00283606,135.7754748,TRUE
688,Daniel's,ダニエルズ,Karasuma,Italian,Pasta,"¥3,000","¥3,999","¥1,000","¥1,999",3.26,3.07,3.5,108,35.00492761,135.7624355,FALSE
689,Kyounojidoriyaaki,京のじどり屋 晃,Kawaramachi,Izakaya (Tavern),Yakitori (Grilled chicken),"¥3,000","¥3,999",¥0,¥999,3.06,3.05,3.05,8,35.00531836,135.7665282,TRUE
690,Rozurumu,ローズルーム,Nijojo Mae,French,Western Cuisine,"¥8,000","¥9,999","¥2,000","¥2,999",3.17,3.12,3.1,23,35.01266994,135.7528576,FALSE
691,ottimo,オッティモ,Marutamachi,Italian,Pasta,"¥4,000","¥4,999","¥1,000","¥1,999",3.48,3.08,3.53,22,35.01341747,135.7587346,FALSE
692,Kunseimaketto,燻製マーケット,Higashino,Cafe,Western Food (Other),"¥2,000","¥2,999",¥0,¥999,3.33,3.06,3.33,12,34.97873777,135.8182782,FALSE
693,Miyakohanten,都飯店,Kuzuha,Chinese,Ramen,"¥1,000","¥1,999",¥0,¥999,3.2,3.11,3.28,62,34.85302187,135.6963949,FALSE
694,Shichirinya,しちりん屋 北山店,Kitaoji,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥3,000","¥3,999",,,3,3,,8,35.05017398,135.7525325,TRUE
695,Kushiagetoshiko,串揚げ toshico,Kitayama,Kushi-age (Fried Skewer),Creative cuisine,"¥6,000","¥7,999",,,3.44,3.44,,9,35.04436798,135.7706735,TRUE
696,Ishiyakinamapasutakuranosuke,石焼生パスタ 蔵之助,Katsura,Pasta,Italian,"¥1,000","¥1,999","¥1,000","¥1,999",3.08,3.06,3.09,35,34.97428136,135.6940548,FALSE
697,Buruvaru,ブールヴァール,Kyoto,Buffet style,Teppanyaki,"¥4,000","¥4,999","¥2,000","¥2,999",3.08,3.09,3.06,39,34.98738212,135.7578513,TRUE
698,ORENO PAN okumura,オレノ パン オクムラ 祇園店,Gion Shijo,Bread,Cafe,"¥1,000","¥1,999",¥0,¥999,3.56,3.32,3.56,68,35.00410482,135.772776,TRUE
699,Osuteriakochinerra,オステリア・コチネッラ,Shijo,Italian,Wine bar,"¥6,000","¥7,999","¥1,000","¥1,999",3.53,3.52,3.16,19,35.00118746,135.7630967,FALSE
700,Sumibiyakinikugyuugyuutei,牛々亭,Sai,Yakiniku (BBQ Beef),Horumon (BBQ Offel),"¥4,000","¥4,999","¥1,000","¥1,999",3.03,3.03,3,21,34.99640467,135.7330986,TRUE
701,Bapontochoukisshou,BAR 先斗町 吉祥,Sanjo,Bar,Pub,"¥2,000","¥2,999",,,3.04,3.04,,8,35.00739027,135.7711757,TRUE
702,karubidontosundoufusemmontenkandon,カルビ丼とスン豆腐専門店 韓丼 新堀川本店,Fushimi,Korean cuisine,Ramen,¥0,¥999,¥0,¥999,3.33,3.29,3.2,78,34.94602234,135.7520999,FALSE
703,Momoya,桃屋,Karasuma,Izakaya (Tavern),Kushi-age (Fried Skewer),"¥3,000","¥3,999",,,3.09,3.09,3.02,25,35.00492763,135.7624366,TRUE
704,motsunabekamehachi,もつ鍋 亀八 本店,Sanjo,Motsu Nabe (Offel Hot Pot),Izakaya (Tavern),"¥4,000","¥4,999",,,3.51,3.51,,55,35.00729278,135.7708397,TRUE
